"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
4,6,26,39,43,73,80,90,101,108,141,153,237,240,259,279,301,328,357,368,606
2,12,16,37,41,75,100,101,105,105,130,157,180,214,232,242,247,304,451,540,548
4,7,9,27,28,29,58,59,59,60,67,89,164,193,237,256,413,425,490,566,599
6,30,30,30,35,47,50,67,99,123,131,158,188,230,269,293,344,363,414,424,508
39,43,49,57,63,74,82,85,85,113,125,138,138,214,234,261,273,299,344,482,641
3,3,10,12,12,21,77,81,97,100,105,122,126,212,239,250,283,314,457,485,830
6,12,16,39,54,58,59,80,113,146,189,194,198,221,222,262,264,347,361,463,535
8,18,22,23,46,47,48,75,85,111,137,148,148,157,162,176,176,276,492,653,831
4,34,46,47,68,86,93,101,105,141,166,191,194,203,255,302,306,322,342,360,473
11,11,13,13,14,28,54,55,66,71,73,74,128,141,165,179,250,280,295,363,1555
10,22,23,28,32,33,50,61,65,68,74,78,84,119,194,195,214,456,510,536,987
2,28,38,39,47,53,58,66,80,118,125,128,166,199,208,217,226,342,418,533,748
5,11,30,32,41,52,103,128,137,144,144,166,195,204,206,211,229,346,390,396,669
1,16,16,21,47,48,74,80,80,104,115,117,131,194,203,257,282,284,365,386,1018
6,22,24,34,38,60,63,65,67,78,102,108,121,129,150,246,267,335,499,584,841
10,16,19,21,35,48,80,101,119,119,132,135,178,205,217,227,243,314,319,642,659
21,22,29,41,43,47,77,79,87,120,145,220,232,236,237,253,269,296,356,460,569
2,13,30,32,78,84,92,92,112,114,152,161,175,185,185,251,308,308,337,374,754
10,56,60,87,87,93,105,117,135,163,186,190,199,203,222,250,250,262,289,369,506
4,24,25,29,49,57,116,138,162,165,190,214,220,242,278,295,302,306,336,338,349
3,9,12,16,20,21,29,72,81,88,113,123,153,228,250,329,378,385,404,560,565
6,6,7,18,38,47,59,64,73,105,129,159,204,211,218,222,271,402,402,586,612
17,39,57,68,69,87,92,93,96,109,133,135,150,183,220,250,291,367,401,451,531
21,23,35,51,65,90,90,92,100,127,130,145,148,177,206,219,299,420,455,470,476
4,23,24,29,31,32,43,50,87,115,159,162,175,188,213,239,307,316,319,463,860
8,17,18,19,19,25,27,28,55,59,63,155,160,188,205,260,270,287,333,574,1069
10,26,57,58,60,75,110,112,112,122,207,234,234,236,260,278,280,311,331,335,391
13,26,47,49,67,106,109,118,124,145,148,158,159,181,197,279,287,323,375,452,476
7,16,20,43,48,98,119,119,122,127,139,143,164,179,252,265,272,299,306,332,769
2,23,32,33,48,49,69,78,98,102,119,135,179,193,200,254,331,350,371,516,657
4,15,17,19,22,26,36,52,54,76,84,111,124,226,259,263,264,296,306,548,1037
7,11,37,41,60,64,80,85,86,109,116,141,159,183,223,243,250,314,478,546,606
4,8,35,36,53,69,74,78,80,91,120,128,128,143,226,235,267,293,491,497,783
18,30,33,33,52,70,73,82,82,114,124,124,140,211,279,287,349,422,427,427,462
13,15,31,33,54,93,101,106,154,158,162,162,239,257,257,274,296,312,338,381,403
12,16,18,22,24,37,50,50,50,61,66,125,133,134,163,179,289,497,512,664,737
18,28,29,47,54,60,66,67,86,130,147,147,160,187,229,322,348,363,363,446,542
3,27,30,41,52,66,74,83,89,114,116,158,179,199,223,302,304,338,372,522,547
15,29,42,44,46,47,52,53,55,110,131,148,150,181,214,257,298,371,409,587,600
6,13,40,56,89,99,116,116,117,117,124,142,161,171,205,236,240,240,469,488,594
10,61,68,68,77,108,108,115,124,126,139,149,154,218,246,249,257,296,312,455,499
1,23,24,26,28,31,43,53,56,65,68,124,161,164,178,229,365,490,496,547,667
6,15,38,38,43,51,86,132,152,153,169,197,203,204,232,248,252,320,339,404,557
6,48,49,50,65,69,69,69,76,76,81,85,93,144,145,198,245,253,305,374,1339
5,13,14,18,44,64,82,84,89,106,128,154,163,182,190,202,207,233,254,331,1276
1,11,15,32,36,38,71,81,94,107,108,116,153,238,266,324,328,372,397,456,595
10,11,13,15,18,18,23,29,37,60,62,93,95,112,140,220,309,371,576,580,1047
1,5,27,41,46,47,59,68,68,79,89,93,186,192,195,339,348,408,429,482,637
6,6,6,11,23,31,46,50,55,62,73,85,118,159,185,194,236,307,363,836,987
8,8,17,19,21,28,31,50,60,63,69,114,162,168,201,202,260,410,463,497,988
24,33,53,62,73,77,77,96,97,114,152,157,172,189,192,195,232,352,425,437,630
12,17,20,22,29,58,62,83,102,115,115,173,221,259,311,316,331,355,382,395,461
4,9,15,31,32,48,66,75,107,108,119,123,157,193,193,215,280,383,383,588,710
8,12,19,32,42,94,104,160,161,181,189,227,239,239,248,264,264,267,306,384,399
4,17,30,30,43,48,64,85,87,100,106,113,124,146,178,187,270,379,513,542,773
8,11,19,20,28,30,40,98,119,119,144,149,164,171,205,291,334,375,486,500,528
5,40,40,75,81,82,84,94,96,102,107,129,159,190,246,312,344,370,371,376,536
4,22,31,77,82,82,82,103,107,120,128,155,156,192,222,238,251,361,442,481,503
3,5,7,33,34,60,65,69,75,76,83,184,212,237,258,339,365,375,382,484,493
6,12,27,30,36,58,64,68,91,147,150,180,195,227,229,247,295,295,347,477,658
1,12,12,15,27,56,56,100,101,105,124,135,193,195,274,279,354,380,382,456,582
1,15,21,43,78,84,118,127,140,157,165,170,203,211,232,250,299,302,336,365,522
11,29,33,41,50,51,64,107,133,138,150,150,175,188,227,235,293,295,357,493,619
27,27,28,41,48,55,57,58,77,85,85,106,113,123,162,173,195,267,378,659,1075
16,22,24,24,26,33,86,95,100,104,120,135,151,155,206,234,237,379,513,515,664
1,9,15,20,52,58,61,76,82,86,111,130,141,152,172,191,223,357,491,579,832
10,29,30,46,53,70,70,76,92,136,158,160,167,228,228,254,314,399,402,433,484
3,9,27,30,31,37,44,57,90,90,100,117,153,154,225,228,245,330,333,376,1160
5,7,16,21,32,32,35,38,109,126,129,140,145,167,170,200,230,254,335,601,1047
1,8,14,14,53,60,62,81,111,130,130,148,157,179,205,234,242,294,295,647,774
41,43,56,57,79,79,85,97,114,116,118,139,140,172,178,187,240,326,337,447,788
1,7,24,24,30,107,110,120,121,130,142,145,202,203,218,259,276,352,357,480,531
3,19,20,28,61,72,80,82,105,129,154,179,189,195,222,223,235,240,502,540,561
4,6,17,38,39,48,58,70,81,89,117,133,151,152,192,221,339,394,400,528,762
27,43,45,45,46,51,72,73,86,105,107,110,118,121,157,183,216,307,637,637,653
38,39,53,53,55,58,68,78,86,88,95,117,153,169,201,223,245,253,286,591,890
5,37,37,53,53,60,63,79,112,169,189,198,223,228,263,289,307,328,336,401,409
32,35,52,59,104,120,129,137,144,152,154,154,202,215,229,231,264,273,311,367,475
6,8,12,15,25,52,60,65,106,111,139,148,189,192,210,218,233,407,449,550,644
4,5,8,11,36,44,107,156,159,159,160,172,174,242,259,305,319,334,355,395,435
8,9,44,61,65,70,77,86,117,158,167,188,212,241,273,288,302,310,328,413,422
3,7,13,16,22,41,102,106,128,146,148,175,184,216,250,252,274,422,422,425,487
16,35,36,37,38,50,98,102,103,122,123,142,173,186,188,198,210,338,443,503,698
34,51,52,65,69,82,117,121,121,124,127,128,134,151,202,233,246,291,467,512,512
21,38,54,55,63,69,69,78,88,100,134,154,205,272,287,288,297,303,376,431,457
15,32,32,38,42,53,60,79,100,105,123,165,192,221,260,296,309,309,323,499,586
3,9,16,18,36,74,74,74,74,93,117,127,128,155,171,212,289,347,549,550,723
14,17,17,25,30,32,32,63,83,106,139,181,212,228,247,264,264,328,380,443,734
6,11,18,31,65,70,79,80,80,88,97,114,148,165,294,299,318,359,396,398,723
10,44,44,56,57,59,62,126,136,137,137,148,160,177,180,193,204,357,374,503,675
17,19,42,55,71,83,116,135,157,167,172,172,174,175,207,265,325,331,344,352,460
2,7,7,11,11,37,47,48,48,57,63,96,116,149,169,305,340,444,591,626,665
12,17,26,30,40,45,54,55,58,122,150,157,174,189,219,263,280,331,362,384,871
16,20,20,35,56,59,60,128,131,142,153,156,162,170,174,227,257,293,362,488,730
7,8,16,42,42,42,42,52,94,170,183,188,228,263,264,285,288,329,396,439,461
15,20,27,30,49,54,62,70,70,79,102,114,132,236,245,270,328,391,394,477,674
9,25,80,89,92,93,110,113,135,162,182,192,205,210,220,275,292,315,325,350,365
4,22,26,74,89,99,110,115,116,138,156,168,176,198,255,267,274,285,321,465,481
32,35,35,44,45,51,82,86,118,124,124,158,206,245,265,276,315,378,387,415,418
2,5,22,27,29,36,49,52,55,82,104,109,114,124,264,291,304,338,429,548,855
4,18,25,31,104,133,138,167,180,183,198,204,209,230,249,252,275,286,295,302,356
13,21,32,37,52,53,69,78,80,81,151,165,166,198,208,211,310,356,440,455,663
9,15,30,54,82,121,127,135,148,160,162,164,166,184,200,234,241,260,319,345,683
1,3,5,7,14,18,35,55,55,60,100,128,133,155,174,202,242,411,460,739,842
2,9,22,33,67,82,93,133,150,157,176,194,216,218,250,264,289,297,349,409,429
2,27,28,40,48,60,64,76,103,115,124,129,139,158,187,236,304,411,455,505,628
1,4,24,60,65,83,92,100,155,168,223,224,232,246,269,281,287,306,316,322,381
3,14,26,30,35,36,41,41,46,57,97,128,162,177,310,311,332,354,400,595,644
15,29,39,48,57,58,67,72,73,113,125,127,143,155,170,177,229,264,492,639,747
29,38,43,60,72,90,95,120,192,199,202,205,208,210,214,218,258,331,342,349,364
10,12,26,30,81,93,95,108,128,128,167,171,189,219,237,241,283,294,306,388,633
11,16,28,40,41,54,58,63,63,65,106,134,173,173,237,317,378,390,467,492,533
11,24,29,46,56,56,78,81,83,83,94,126,127,193,198,243,262,389,393,423,844
1,17,17,28,34,49,69,91,103,123,126,133,199,200,245,252,275,357,466,497,557
4,4,5,35,40,64,70,75,81,85,128,155,165,190,215,293,298,369,436,495,632
1,2,5,19,34,34,42,61,69,78,110,110,144,165,224,252,260,299,475,570,885
3,11,12,38,40,40,42,48,68,69,110,127,163,190,200,243,245,274,383,431,1102
21,26,33,51,60,90,92,95,128,141,190,228,234,237,238,244,263,269,319,440,440
9,14,25,42,60,63,70,87,93,111,112,152,165,193,202,233,235,305,354,591,723
1,31,32,42,69,77,92,105,106,119,131,180,196,200,205,219,247,311,444,461,571
2,8,13,13,30,45,49,66,79,97,141,184,251,261,288,307,309,311,387,464,534
2,3,10,12,29,43,65,85,111,127,174,189,203,207,244,266,283,400,409,435,542
12,30,36,58,76,85,89,92,125,125,135,152,155,166,172,232,303,361,374,394,667
2,2,13,14,27,44,54,63,85,92,101,117,118,120,128,164,232,246,335,924,958
1,9,24,25,27,30,41,46,69,73,104,133,168,196,240,287,352,374,444,521,675
18,39,53,55,59,94,100,101,104,110,120,154,168,189,214,214,312,381,410,469,475
26,29,31,35,37,44,63,68,89,96,107,134,152,161,195,203,208,343,370,711,737
14,19,23,32,42,45,45,64,117,167,194,197,199,199,215,217,252,256,257,261,1024
7,27,33,37,64,71,73,79,86,145,152,153,187,248,279,298,317,331,379,380,493
1,27,64,65,84,85,86,121,132,135,136,156,175,228,250,284,292,292,316,432,478
5,7,20,56,67,98,110,120,125,156,167,176,211,223,227,287,295,347,347,384,411
9,16,37,40,52,63,76,88,91,150,156,161,193,196,210,210,293,330,387,436,645
8,9,32,34,48,50,53,64,76,82,91,179,190,195,262,308,312,346,412,442,646
15,22,23,23,44,58,58,78,103,108,158,159,210,260,276,317,329,330,330,364,574
7,8,12,16,28,43,48,71,71,75,86,96,105,169,241,274,275,405,508,552,749
2,20,26,37,43,44,52,58,67,71,85,113,119,135,151,200,371,442,472,581,750
27,28,46,52,76,79,84,92,124,141,157,162,184,196,224,232,239,302,334,487,573
5,7,7,7,27,49,49,58,61,115,136,173,175,185,194,196,225,232,347,794,797
1,2,20,30,37,39,39,39,59,81,81,85,113,135,151,159,284,302,654,741,787
12,32,48,52,53,78,81,84,87,102,109,132,175,192,240,289,333,339,410,469,522
3,15,35,87,88,127,127,140,141,163,165,168,172,192,196,206,238,272,348,423,533
29,41,49,50,66,67,93,96,101,111,181,209,217,223,223,232,235,289,296,465,566
3,5,13,41,44,44,60,61,72,83,125,135,155,201,227,254,286,291,295,595,849
7,23,45,64,85,88,107,120,121,129,159,161,179,230,238,247,250,266,280,363,677
10,18,21,33,36,41,42,91,102,134,136,146,146,149,266,302,325,326,413,423,679
1,3,4,33,41,79,84,95,123,139,153,158,206,243,270,334,341,348,371,388,425
13,24,33,34,34,59,73,87,111,134,162,190,204,219,230,244,292,324,445,453,474
4,5,10,40,60,95,113,120,120,127,143,153,168,182,203,227,297,298,332,537,605
6,18,24,24,25,35,49,91,97,112,124,143,191,196,211,245,264,349,380,616,639
35,38,42,69,69,74,100,105,109,151,182,192,203,213,223,229,261,261,392,427,464
18,18,25,64,69,69,76,104,113,119,128,155,167,177,181,194,267,286,315,585,709
13,13,22,48,64,71,88,90,90,92,109,115,119,123,233,240,260,261,547,614,627
2,9,15,20,37,43,90,116,117,125,133,152,186,202,251,278,279,351,358,448,627
10,32,32,40,40,42,49,60,78,82,120,166,177,204,204,242,253,378,429,442,759
11,16,31,31,31,31,36,80,88,137,137,149,155,170,191,194,235,267,276,748,825
11,12,29,33,43,61,64,71,79,94,96,113,119,140,149,173,197,300,388,402,1265
17,50,70,78,82,104,112,114,126,132,135,166,167,196,214,261,306,343,351,400,415
7,15,15,31,53,60,88,89,91,126,159,162,162,196,205,212,357,380,431,480,520
1,13,14,32,35,46,62,85,114,160,168,219,227,237,260,299,318,329,330,388,502
14,16,19,41,43,64,72,72,84,89,121,141,144,171,189,197,204,300,374,479,1005
4,12,20,26,33,34,34,91,108,115,115,149,191,231,253,258,262,444,469,487,503
2,24,30,38,46,51,55,56,65,66,72,77,77,86,121,208,248,276,472,588,1181
17,27,31,39,53,70,77,78,84,92,123,126,131,148,180,222,340,343,446,541,671
2,15,16,19,31,86,86,105,121,137,144,146,163,174,186,188,191,317,392,395,925
7,17,40,43,59,60,82,83,109,109,131,160,217,222,223,261,301,357,410,468,480
14,14,16,35,55,87,116,118,118,137,154,161,166,178,179,190,234,280,387,527,673
4,10,10,13,13,15,33,67,100,119,125,154,160,201,219,300,321,380,383,549,663
2,10,19,40,55,70,82,97,145,145,145,175,206,208,265,306,310,312,354,369,524
15,16,17,34,55,56,62,87,89,93,107,127,149,171,180,180,315,315,328,646,797
3,15,22,25,31,35,60,74,92,129,139,183,188,191,191,213,246,341,422,437,802
2,14,28,43,47,48,79,92,114,118,125,136,199,207,275,288,302,303,306,463,650
22,26,27,31,43,46,80,88,101,101,101,137,138,146,224,367,394,415,425,438,489
12,37,38,47,52,55,57,100,105,127,128,130,133,133,146,220,251,339,343,570,816
13,19,20,39,44,44,49,65,67,70,79,186,204,211,245,329,375,406,424,470,480
16,28,29,32,39,45,49,59,65,104,128,136,153,175,236,249,256,295,434,641,670
4,12,15,16,44,45,50,61,86,102,107,110,133,196,240,279,381,386,467,503,602
7,9,27,48,65,97,98,98,119,125,130,142,159,177,225,228,237,243,267,645,693
4,16,27,36,38,43,49,66,67,78,84,137,141,143,231,257,271,273,286,580,1012
15,16,22,26,28,38,46,46,47,73,75,112,124,141,204,233,372,450,542,597,632
17,47,51,78,88,96,103,108,108,125,126,127,172,204,209,256,285,294,318,462,565
43,55,59,65,80,97,99,105,108,109,123,140,140,151,171,254,283,326,412,444,575
11,23,30,53,56,91,95,110,116,121,132,133,159,199,237,248,253,404,413,446,509
41,46,56,56,65,76,86,98,98,105,108,155,169,182,231,248,295,319,381,473,551
4,15,23,49,58,61,78,79,79,146,151,185,203,221,276,297,297,324,346,470,477
6,12,16,19,26,28,30,33,35,70,99,137,150,178,194,247,318,365,450,518,908
2,20,20,28,35,41,64,88,107,151,161,198,222,256,264,304,310,339,350,383,496
4,19,19,29,33,36,40,65,66,71,76,77,106,131,175,265,291,291,309,410,1326
2,8,30,35,40,59,68,70,94,117,131,145,150,190,197,291,339,419,421,444,589
5,17,37,49,67,68,72,89,92,134,137,175,191,210,275,277,286,292,437,444,485
10,34,41,41,44,44,48,70,83,111,114,148,177,178,197,234,360,360,384,422,739
3,18,18,51,63,79,81,92,98,109,109,163,167,183,192,252,260,293,401,599,608
22,28,31,35,54,64,69,73,76,81,81,127,155,199,219,258,288,405,479,503,592
7,17,17,37,40,43,53,73,80,99,133,175,196,205,213,284,303,308,370,570,616
1,18,18,61,67,117,119,128,136,151,173,205,223,224,247,253,259,322,349,374,394
37,42,49,56,62,65,77,84,115,150,181,202,227,233,243,252,269,283,294,354,564
19,22,27,41,44,48,69,86,92,102,126,140,156,172,184,320,349,363,364,493,622
1,4,7,16,17,28,37,64,67,89,104,108,111,126,225,227,239,263,516,667,923
4,9,20,40,60,97,121,122,138,140,174,185,187,188,190,204,245,266,287,550,612
13,14,25,35,84,86,113,125,129,135,140,179,184,199,216,219,244,301,332,405,661
9,10,11,15,52,66,74,87,98,99,134,148,152,173,218,219,230,335,415,420,874
2,44,49,57,78,84,102,102,113,137,145,148,220,220,229,235,266,302,309,364,633
4,8,9,10,21,37,40,77,83,91,114,138,162,163,194,237,244,276,523,576,832
7,15,15,28,53,62,93,106,130,168,179,194,219,226,234,254,256,265,322,504,509
1,6,24,33,35,71,73,105,110,111,128,133,162,188,252,258,291,350,444,498,566
3,17,20,26,26,35,40,45,50,59,60,62,143,169,186,231,393,409,421,714,730
6,11,37,47,52,53,57,60,66,84,108,163,198,239,260,277,316,339,436,454,576
19,21,22,23,40,53,80,114,118,120,150,157,183,257,263,266,275,276,279,440,683
20,23,23,25,29,35,36,42,53,64,156,172,190,208,232,286,324,342,357,547,675
14,20,32,46,48,53,60,78,88,132,153,180,181,190,199,245,257,296,396,412,759
7,34,54,64,73,75,81,88,101,120,156,184,188,202,211,232,271,276,280,333,809
10,26,32,41,45,57,90,106,111,150,155,185,188,212,216,229,259,352,364,464,547
4,13,21,55,62,65,86,94,96,151,168,185,188,190,190,212,231,231,343,358,896
5,10,28,30,43,48,57,64,104,105,131,148,155,159,249,290,297,302,347,557,710
1,3,6,7,31,36,62,67,70,94,122,134,135,208,222,230,257,309,351,561,933
13,17,41,47,59,74,76,76,119,138,152,184,185,197,229,249,275,307,309,400,692
21,21,25,30,31,37,46,93,106,142,173,193,205,231,244,248,292,341,402,461,497
5,13,14,18,55,57,75,84,92,120,128,149,151,159,165,189,245,272,345,504,999
1,26,42,42,50,61,70,73,114,154,160,183,196,216,247,291,306,330,366,420,491
7,7,11,13,36,76,79,111,160,171,188,213,245,260,262,264,274,282,311,323,546
4,7,24,38,49,55,61,61,117,118,131,191,230,235,248,265,291,323,412,477,502
5,12,13,25,44,44,52,52,103,161,169,199,245,247,255,263,292,334,376,472,476
28,38,43,51,51,53,92,111,127,139,158,161,172,182,197,203,231,245,252,338,967
7,11,13,17,20,26,31,40,42,44,66,80,111,140,172,217,239,259,304,510,1490
6,21,35,43,44,61,84,111,137,148,152,160,166,219,230,233,246,268,375,412,688
5,11,14,14,19,40,48,60,61,78,80,84,125,162,259,357,370,379,393,474,806
6,14,23,27,28,35,35,64,86,93,129,148,148,151,241,250,288,288,448,571,766
2,9,22,24,55,66,73,114,117,126,177,184,197,205,216,231,300,303,315,328,775
9,24,36,46,57,66,67,96,111,124,137,152,176,182,254,285,298,333,370,497,519
37,40,56,67,85,86,99,102,118,119,136,136,150,151,154,169,292,339,484,502,517
7,9,9,18,19,35,35,77,102,137,140,143,155,177,177,177,220,273,387,490,1052
11,20,28,28,33,43,55,94,117,132,132,153,161,187,242,301,303,387,444,447,521
4,16,26,36,42,67,88,93,104,137,144,163,165,185,251,260,270,310,408,485,585
2,27,27,27,43,49,77,81,108,111,132,142,185,225,231,290,317,320,423,481,541
13,14,40,63,92,109,115,117,126,136,163,164,179,208,241,260,266,294,340,413,486
14,17,40,42,44,59,59,62,85,104,128,140,142,144,198,249,270,374,397,404,867
7,8,40,42,49,54,71,122,123,144,146,176,187,195,248,328,355,356,363,390,435
3,26,27,32,33,42,44,75,84,92,100,124,180,247,278,322,363,366,372,499,530
2,9,32,39,45,47,47,50,100,117,120,130,176,177,201,204,299,316,325,345,1058
29,30,50,52,71,85,88,109,124,125,134,164,179,208,236,236,287,348,352,362,570
12,23,35,48,48,64,72,75,88,160,185,193,194,203,215,226,282,307,432,483,494
22,28,36,73,75,78,91,97,109,109,122,132,152,182,186,189,215,309,316,626,692
30,45,49,56,68,87,103,137,149,153,157,166,173,188,194,212,259,295,331,368,619
4,6,29,40,45,62,65,76,86,90,95,102,128,230,231,249,280,370,412,450,789
5,6,12,21,22,51,75,80,88,91,99,150,177,190,247,307,320,325,376,397,800
2,12,16,20,62,65,87,98,118,119,160,181,203,211,223,245,295,301,402,456,563
34,50,58,71,72,82,112,115,123,124,128,145,146,152,161,181,331,390,396,449,519
18,24,40,47,64,71,90,128,134,138,154,154,158,169,238,246,275,327,417,426,521
3,7,21,33,34,37,69,101,124,143,143,154,160,186,201,226,227,238,266,637,829
8,22,25,35,57,59,60,81,102,106,117,120,172,175,181,253,286,307,377,580,716
20,25,28,40,40,40,52,69,75,107,113,139,193,231,249,290,302,320,397,482,627
10,15,20,23,29,35,50,52,77,110,118,118,129,155,237,241,313,344,345,516,902
40,43,56,58,64,65,70,77,86,91,92,97,114,127,161,186,245,269,284,662,952
8,16,20,34,60,61,70,73,105,107,111,134,177,187,243,272,311,334,363,574,579
29,39,41,55,58,63,66,68,79,85,99,103,115,136,184,193,200,392,474,592,768
4,7,32,40,40,46,58,100,118,119,122,156,163,178,190,211,237,326,394,633,665
6,9,34,36,47,48,73,87,101,122,138,191,191,239,245,308,349,366,371,391,487
7,8,13,39,44,44,77,81,110,115,132,134,146,174,176,198,232,324,464,650,671
7,10,16,27,37,44,69,93,143,143,149,198,211,225,251,258,266,332,386,475,499
40,66,69,70,73,97,97,114,137,148,149,169,180,185,198,223,266,341,344,399,474
23,43,45,50,51,59,63,73,74,75,81,93,117,132,146,275,338,399,450,552,700
4,5,5,6,18,36,40,72,74,96,127,140,148,183,196,230,242,290,551,675,701
12,13,25,45,47,56,62,64,93,153,181,221,226,238,241,254,254,390,403,405,456
8,37,43,43,44,69,69,76,106,145,157,164,188,188,218,243,245,252,439,479,626
20,20,30,31,32,51,56,56,76,137,145,217,238,239,269,309,335,355,366,373,484
8,8,8,14,48,56,67,84,86,93,109,124,160,226,254,300,315,346,360,557,616
11,12,20,29,29,61,91,101,111,122,124,145,163,174,180,191,255,265,332,461,962
9,20,57,71,112,116,122,124,131,141,148,161,166,216,235,248,331,331,332,362,406
12,12,54,63,74,79,87,91,104,126,128,152,176,226,227,250,270,295,389,440,584
3,17,28,30,45,72,78,101,122,150,171,171,181,225,250,285,287,317,362,454,490
7,31,32,47,50,67,83,83,91,94,147,162,187,237,294,302,305,319,360,462,479
6,19,30,33,34,48,68,93,97,104,113,135,147,152,202,236,271,273,336,587,855
2,16,27,32,35,38,51,71,84,112,130,154,166,167,176,209,401,408,464,490,606
12,17,28,30,35,42,49,52,87,139,145,149,150,174,224,293,302,329,440,564,578
